"seqnames" "start" "end" "width" "strand" "score" "id"
"960" "CP014314.1" 1187672 1187746 75 "+" 500 "CP014314.1-728562/1-1"
"961" "CP014314.1" 1111809 1111958 150 "+" 500 "CP014314.1-728560/1-1"
"962" "CP014314.1" 2739305 2739454 150 "+" 500 "CP014314.1-728558/1-1"
"963" "CP014314.1" 2354078 2354227 150 "-" 500 "CP014314.1-728556/1-1"
"964" "CP014314.1" 1884975 1885066 92 "-" 500 "CP014314.1-728554/1-1"
"965" "CP014314.1" 960245 960394 150 "+" 500 "CP014314.1-728552/1-1"
"966" "CP014314.1" 4788904 4789053 150 "-" 500 "CP014314.1-728550/1-1"
"967" "CP014314.1" 1434864 1435013 150 "+" 500 "CP014314.1-728548/1-1"
"968" "CP014314.1" 3756186 3756335 150 "+" 500 "CP014314.1-728546/1-1"
"969" "CP014314.1" 4117819 4117968 150 "+" 500 "CP014314.1-728544/1-1"
"970" "CP014314.1" 3585043 3585192 150 "-" 500 "CP014314.1-728542/1-1"
"971" "CP014314.1" 123263 123376 114 "+" 500 "CP014314.1-728540/1-1"
"972" "CP014314.1" 2359897 2360032 136 "+" 500 "CP014314.1-728538/1-1"
"973" "CP014314.1" 3644168 3644317 150 "+" 500 "CP014314.1-728536/1-1"
"974" "CP014314.1" 3248254 3248403 150 "-" 500 "CP014314.1-728534/1-1"
"975" "CP014314.1" 4740603 4740752 150 "-" 500 "CP014314.1-728532/1-1"
"976" "CP014314.1" 253632 253781 150 "+" 500 "CP014314.1-728530/1-1"
"977" "CP014314.1" 1292870 1293019 150 "+" 500 "CP014314.1-728528/1-1"
"978" "CP014314.1" 195824 195973 150 "+" 500 "CP014314.1-728526/1-1"
"979" "CP014314.1" 822639 822788 150 "+" 500 "CP014314.1-728524/1-1"
"980" "CP014314.1" 5059592 5059741 150 "+" 500 "CP014314.1-728522/1-1"
"981" "CP014314.1" 679601 679750 150 "-" 500 "CP014314.1-728520/1-1"
"982" "CP014314.1" 5434138 5434287 150 "-" 500 "CP014314.1-728518/1-1"
"983" "CP014314.1" 484414 484563 150 "+" 500 "CP014314.1-728516/1-1"
"984" "CP014314.1" 808980 809129 150 "-" 500 "CP014314.1-728514/1-1"
"985" "CP014314.1" 4015807 4015956 150 "-" 500 "CP014314.1-728512/1-1"
"986" "CP014314.1" 4743777 4743926 150 "+" 500 "CP014314.1-728510/1-1"
"987" "CP014314.1" 37968 38117 150 "+" 500 "CP014314.1-728508/1-1"
"988" "CP014314.1" 2565396 2565481 86 "-" 500 "CP014314.1-728506/1-1"
"989" "CP014314.1" 4590364 4590513 150 "-" 500 "CP014314.1-728504/1-1"
"990" "CP014314.1" 3106175 3106324 150 "+" 500 "CP014314.1-728502/1-1"
"991" "CP014314.1" 3570139 3570288 150 "+" 500 "CP014314.1-728500/1-1"
"992" "CP014314.1" 3670561 3670666 106 "-" 500 "CP014314.1-728498/1-1"
"993" "CP014314.1" 1616252 1616350 99 "-" 500 "CP014314.1-728496/1-1"
"994" "CP014314.1" 4027605 4027754 150 "-" 500 "CP014314.1-728494/1-1"
"995" "CP014314.1" 3246321 3246470 150 "+" 500 "CP014314.1-728492/1-1"
"996" "CP014314.1" 1717161 1717310 150 "-" 500 "CP014314.1-728490/1-1"
"997" "CP014314.1" 4452116 4452265 150 "+" 500 "CP014314.1-728488/1-1"
"998" "CP014314.1" 1177399 1177548 150 "+" 500 "CP014314.1-728486/1-1"
"999" "CP014314.1" 1482926 1483075 150 "+" 500 "CP014314.1-728484/1-1"
"1000" "CP014314.1" 1844774 1844923 150 "+" 500 "CP014314.1-728482/1-1"
